cardId,cardName,Rookie,Auto,Relic,Parallel,NumberedTo,Year,Sport,Set,Player,,
220,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
221,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
222,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
223,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
224,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
225,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
226,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
227,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
228,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
229,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
230,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
231,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
232,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
233,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
234,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
235,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
236,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
237,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
238,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
239,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
240,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
241,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
242,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
243,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
244,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
245,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
246,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
247,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
248,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
249,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
250,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
251,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
252,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
253,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
254,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
255,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
256,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
257,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
258,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
259,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
260,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
261,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
262,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
263,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
264,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
265,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
266,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
267,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
268,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
269,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
270,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
271,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
272,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
273,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
274,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
275,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
276,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
277,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
278,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
279,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
280,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
281,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
282,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
283,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
284,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
285,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
286,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
287,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
288,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
289,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
290,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
291,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
292,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
293,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
294,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
295,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
296,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
297,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
298,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
299,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
300,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
301,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
302,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
303,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
304,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
305,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
306,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
307,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
308,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
309,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
310,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
311,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
312,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
313,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
314,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
315,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
316,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
317,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
318,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
319,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
320,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
321,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
322,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
323,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
324,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
325,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
326,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
327,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
328,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
329,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
330,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
331,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
332,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
333,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
334,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
335,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
336,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
337,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
338,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
339,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
340,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
341,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
342,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
343,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
344,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
345,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
346,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
347,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
348,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
349,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
350,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
351,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
352,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
353,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
354,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
355,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
356,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
357,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
358,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
359,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
360,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
361,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
362,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
363,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
364,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
365,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
366,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
367,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
368,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
369,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
370,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
371,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
372,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
373,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
374,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
375,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
376,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
377,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
378,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
379,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
380,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
381,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
382,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
383,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
384,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
385,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
386,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
387,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
388,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
389,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
390,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
391,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
392,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
393,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
394,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
395,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
396,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
397,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
398,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
399,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
400,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
401,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
402,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
403,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
404,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
405,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
406,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
407,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
408,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
409,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
410,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
411,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
412,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
413,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
414,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
415,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
416,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
417,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
418,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
419,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
420,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
421,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
422,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
423,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
424,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
425,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
426,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
427,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
428,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
429,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
430,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
431,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
432,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
433,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
434,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
435,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
436,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
437,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
438,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
439,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
440,Randy Moss RC 1998 Topps Chrome #35 Refractor,1,0,0,Refractor,0,1998,Baseball,Topps,Randy Moss,,
